n | name | university | phd_year | gender | fa_n_pubs_pre_phd | fa_n_pubs_prost_phd | fa_year_last | all_n_pubs_pre_phd | all_n_pubs_prost_phd | all_year_last |  fa_1997 | fa_1998 | fa_1999 | fa_2000 | fa_2001 | fa_2002 | fa_2003 | fa_2004 | fa_2005 | fa_2006 | fa_2007 | fa_2008 | fa_2009 | fa_2010 | fa_2011 | fa_2012 | fa_2013 | fa_2014 | fa_2015 | fa_2016 |  all_1997 | all_1998 | all_1999 | all_2000 | all_2001 | all_2002 | all_2003 | all_2004 | all_2005 | all_2006 | all_2007 | all_2008 | all_2009 | all_2010 | all_2011 | all_2012 | all_2013 | all_2014 | all_2015 | all_2016 | foo
209 | Gustafsson, Magnus Sven | THE UNIVERSITY OF TEXAS AT AUSTIN | 2002 | male | 2 | 9 | 2015 | 2 | 61 | 2017 | 0 | 0 | 0 | 0 | 1 | 1 | 2 | 0 | 0 | 3 | 0 | 1 | 0 | 2 | 0 | 0 | 0 | 0 | 1 | 0 |  0 | 0 | 0 | 0 | 1 | 1 | 3 | 1 | 0 | 3 | 3 | 2 | 0 | 12 | 4 | 14 | 2 | 4 | 8 | 4 |
210 | Steiner, Andrew William | STATE UNIVERSITY OF NEW YORK AT STONY BROOK | 2002 | male | 4 | 15 | 2016 | 7 | 40 | 2017 | 0 | 0 | 0 | 1 | 1 | 2 | 0 | 0 | 3 | 1 | 0 | 1 | 2 | 1 | 0 | 2 | 2 | 0 | 2 | 1 |  0 | 0 | 0 | 2 | 3 | 2 | 1 | 1 | 3 | 5 | 0 | 3 | 5 | 1 | 1 | 3 | 2 | 5 | 5 | 4 |
211 | Cummings, Lowell Alden | NEW MEXICO STATE UNIVERSITY | 2002 | male | 1 | 1 | 2012 | 1 | 1 | 2012 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 |
212 | Braje, Timothy Matthew | STANFORD UNIVERSITY | 2002 | male | 5 | 0 | 2002 | 6 | 0 | 2002 | 0 | 0 | 0 | 1 | 1 | 3 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 1 | 1 | 4 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
213 | Gross, Robert Jason | FLORIDA ATLANTIC UNIVERSITY | 2002 | male | 1 | 0 | 2002 | 3 | 0 | 2002 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 1 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
214 | Mendez, Bryan Jeffrey | UNIVERSITY OF CALIFORNIA, BERKELEY | 2002 | male | 1 | 0 | 2002 | 1 | 2 | 2010 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 |
215 | Mohanty, Subhanjoy | UNIVERSITY OF CALIFORNIA, BERKELEY | 2002 | None | 8 | 18 | 2013 | 14 | 154 | 2016 | 0 | 3 | 0 | 1 | 1 | 3 | 2 | 5 | 2 | 1 | 1 | 1 | 2 | 1 | 0 | 1 | 2 | 0 | 0 | 0 |  0 | 3 | 0 | 3 | 1 | 7 | 7 | 15 | 14 | 6 | 16 | 21 | 17 | 12 | 9 | 18 | 4 | 2 | 8 | 5 |
216 | Orta Ortiz de Zarate, Jose Alejandro | UNIVERSITY OF MIAMI | 2002 | male | 1 | 0 | 2002 | 1 | 0 | 2002 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
217 | Cai, Michael Jun | UNIVERSITY OF CALIFORNIA, BERKELEY | 2002 | male | 1 | 1 | 2010 | 1 | 4 | 2012 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 1 | 1 | 1 | 0 | 0 | 0 | 0 |
218 | Dalal, Neal | UNIVERSITY OF CALIFORNIA, SAN DIEGO | 2002 | male | 8 | 8 | 2010 | 16 | 40 | 2017 | 0 | 1 | 0 | 1 | 3 | 3 | 2 | 1 | 1 | 1 | 0 | 2 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 1 | 2 | 3 | 6 | 4 | 2 | 3 | 3 | 1 | 3 | 3 | 1 | 2 | 6 | 1 | 1 | 2 | 4 | 7 |
219 | Harvin, James Allen | Center for High Angular Resolution Astronomy, Department of Physics and Astronomy, Georgia State University | 2002 | male | 2 | 1 | 2004 | 4 | 6 | 2007 | 0 | 0 | 0 | 0 | 0 | 2 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 2 | 2 | 1 | 1 | 1 | 2 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
220 | Kerr, Andrew William | UNIVERSITY OF MISSOURI - COLUMBIA | 2002 | male | 1 | 1 | 2003 | 1 | 1 | 2003 | 0 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
221 | Rest, Armin | UNIVERSITY OF WASHINGTON | 2002 | male | 2 | 11 | 2014 | 7 | 142 | 2017 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 2 | 0 | 0 | 2 | 0 | 0 | 3 | 3 | 0 | 1 | 0 | 0 |  0 | 0 | 0 | 1 | 3 | 3 | 2 | 1 | 4 | 5 | 6 | 8 | 6 | 10 | 12 | 13 | 16 | 17 | 19 | 18 |
222 | Koehn, Patrick Leo | UNIVERSITY OF MICHIGAN | 2002 | male | 2 | 1 | 2007 | 2 | 9 | 2008 | 0 | 0 | 0 | 0 | 0 | 2 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 2 | 0 | 2 | 0 | 1 | 4 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
223 | Liu, Siming | THE UNIVERSITY OF ARIZONA | 2002 | male | 8 | 42 | 2017 | 27 | 162 | 2017 | 0 | 0 | 1 | 1 | 2 | 4 | 2 | 3 | 2 | 6 | 2 | 2 | 1 | 1 | 4 | 7 | 3 | 4 | 3 | 1 |  7 | 0 | 4 | 3 | 7 | 6 | 6 | 19 | 12 | 11 | 8 | 7 | 7 | 11 | 16 | 17 | 14 | 12 | 12 | 7 |
224 | Gilbert, Andrea Margaret | UNIVERSITY OF CALIFORNIA, BERKELEY | 2002 | female | 2 | 6 | 2017 | 13 | 28 | 2017 | 0 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 1 | 0 | 1 | 1 | 0 | 0 | 1 | 0 | 1 | 0 |  0 | 0 | 0 | 7 | 3 | 3 | 2 | 1 | 1 | 3 | 2 | 1 | 1 | 1 | 0 | 0 | 3 | 3 | 6 | 3 |
225 | Matt, Sean Patrick | UNIVERSITY OF WASHINGTON | 2002 | male | 3 | 15 | 2015 | 5 | 35 | 2017 | 0 | 0 | 0 | 1 | 0 | 2 | 3 | 2 | 2 | 1 | 0 | 2 | 0 | 1 | 1 | 2 | 0 | 0 | 1 | 0 |  0 | 0 | 0 | 2 | 1 | 2 | 3 | 2 | 2 | 1 | 0 | 4 | 2 | 3 | 1 | 5 | 2 | 2 | 5 | 2 |
226 | Ardila, David Ruben | UNIVERSITY OF CALIFORNIA, BERKELEY | 2002 | male | 5 | 8 | 2015 | 7 | 73 | 2017 | 0 | 0 | 0 | 2 | 0 | 3 | 0 | 2 | 2 | 0 | 1 | 0 | 0 | 1 | 0 | 0 | 1 | 0 | 1 | 0 |  0 | 0 | 0 | 2 | 2 | 3 | 7 | 10 | 11 | 5 | 3 | 2 | 2 | 7 | 7 | 2 | 9 | 5 | 2 | 0 |
227 | Patterson, James Douglas | UNIVERSITY OF KANSAS | 2002 | male | 3 | 6 | 2016 | 8 | 29 | 2017 | 1 | 0 | 0 | 0 | 1 | 1 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 1 | 1 | 1 |  1 | 1 | 1 | 2 | 2 | 1 | 4 | 2 | 0 | 1 | 3 | 1 | 1 | 0 | 4 | 2 | 1 | 2 | 2 | 4 |
228 | Reil, Kevin Alexander | THE UNIVERSITY OF UTAH | 2002 | male | 1 | 2 | 2008 | 3 | 64 | 2017 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 1 | 0 | 0 | 2 | 0 | 6 | 4 | 9 | 4 | 9 | 3 | 4 | 0 | 0 | 0 | 0 | 5 | 14 |
229 | Schirato, Richard C. | UNIVERSITY OF CALIFORNIA, SAN DIEGO | 2002 | male | 1 | 0 | 2002 | 1 | 3 | 2010 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 |
230 | Wilkins, Scott Jay | UNIVERSITY OF NEVADA, RENO | 2002 | male | 2 | 1 | 2003 | 2 | 10 | 2017 | 0 | 0 | 0 | 0 | 0 | 2 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 2 | 1 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 1 | 1 | 2 | 0 | 1 | 1 |
231 | Weinstein, Michael Abraham | THE PENNSYLVANIA STATE UNIVERSITY | 2002 | male | 1 | 1 | 2004 | 4 | 3 | 2004 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 2 | 2 | 1 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
